date,supplier_id,supplier_name,component_id,component_name,lead_time_days,order_quantity,on_time_delivery,supplier_tier,supplier_region
2023-10-17,SUP002,Global Plastics,COMP_B,Polymer X,22,3112,1,Tier2,Europe
2023-10-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4713,1,Tier1,Asia
2023-10-18,SUP002,Global Plastics,COMP_B,Polymer X,32,2988,0,Tier2,Europe
2023-10-19,SUP001,Acme Materials,COMP_A,Steel Alloy,14,2944,1,Tier1,Asia
2023-10-19,SUP002,Global Plastics,COMP_B,Polymer X,22,4352,1,Tier2,Europe
2023-10-20,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4402,1,Tier1,Asia
2023-10-20,SUP002,Global Plastics,COMP_B,Polymer X,27,2639,0,Tier2,Europe
2023-10-21,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5213,1,Tier1,Asia
2023-10-21,SUP002,Global Plastics,COMP_B,Polymer X,22,2679,1,Tier2,Europe
2023-10-22,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4300,0,Tier1,Asia
2023-10-22,SUP002,Global Plastics,COMP_B,Polymer X,22,3743,1,Tier2,Europe
2023-10-23,SUP001,Acme Materials,COMP_A,Steel Alloy,14,2725,1,Tier1,Asia
2023-10-23,SUP002,Global Plastics,COMP_B,Polymer X,22,3091,1,Tier2,Europe
2023-10-24,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6687,1,Tier1,Asia
2023-10-24,SUP002,Global Plastics,COMP_B,Polymer X,27,2178,0,Tier2,Europe
2023-10-25,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3688,1,Tier1,Asia
2023-10-25,SUP002,Global Plastics,COMP_B,Polymer X,22,2840,1,Tier2,Europe
2023-10-26,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5802,0,Tier1,Asia
2023-10-26,SUP002,Global Plastics,COMP_B,Polymer X,22,3959,1,Tier2,Europe
2023-10-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4365,1,Tier1,Asia
2023-10-27,SUP002,Global Plastics,COMP_B,Polymer X,24,4942,1,Tier2,Europe
2023-10-28,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5421,1,Tier1,Asia
2023-10-28,SUP002,Global Plastics,COMP_B,Polymer X,24,2260,1,Tier2,Europe
2023-10-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4736,1,Tier1,Asia
2023-10-29,SUP002,Global Plastics,COMP_B,Polymer X,24,3586,1,Tier2,Europe
2023-10-30,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5614,1,Tier1,Asia
2023-10-30,SUP002,Global Plastics,COMP_B,Polymer X,27,2924,0,Tier2,Europe
2023-10-31,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4560,1,Tier1,Asia
2023-10-31,SUP002,Global Plastics,COMP_B,Polymer X,27,3805,0,Tier2,Europe
2023-11-01,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5831,1,Tier1,Asia
2023-11-01,SUP002,Global Plastics,COMP_B,Polymer X,22,2700,1,Tier2,Europe
2023-11-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5285,1,Tier1,Asia
2023-11-02,SUP002,Global Plastics,COMP_B,Polymer X,24,2856,1,Tier2,Europe
2023-11-03,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4038,1,Tier1,Asia
2023-11-03,SUP002,Global Plastics,COMP_B,Polymer X,22,2180,1,Tier2,Europe
2023-11-04,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4300,1,Tier1,Asia
2023-11-04,SUP002,Global Plastics,COMP_B,Polymer X,22,2976,1,Tier2,Europe
2023-11-05,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5125,1,Tier1,Asia
2023-11-05,SUP002,Global Plastics,COMP_B,Polymer X,24,1845,1,Tier2,Europe
2023-11-06,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4942,1,Tier1,Asia
2023-11-06,SUP002,Global Plastics,COMP_B,Polymer X,22,4202,1,Tier2,Europe
2023-11-07,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5522,0,Tier1,Asia
2023-11-07,SUP002,Global Plastics,COMP_B,Polymer X,22,3893,1,Tier2,Europe
2023-11-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3859,1,Tier1,Asia
2023-11-08,SUP002,Global Plastics,COMP_B,Polymer X,22,3687,1,Tier2,Europe
2023-11-09,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6528,1,Tier1,Asia
2023-11-09,SUP002,Global Plastics,COMP_B,Polymer X,27,4095,0,Tier2,Europe
2023-11-10,SUP001,Acme Materials,COMP_A,Steel Alloy,24,4160,0,Tier1,Asia
2023-11-10,SUP002,Global Plastics,COMP_B,Polymer X,27,2920,0,Tier2,Europe
2023-11-11,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5769,1,Tier1,Asia
2023-11-11,SUP002,Global Plastics,COMP_B,Polymer X,24,1590,1,Tier2,Europe
2023-11-12,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5973,1,Tier1,Asia
2023-11-12,SUP002,Global Plastics,COMP_B,Polymer X,27,2856,0,Tier2,Europe
2023-11-13,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3233,1,Tier1,Asia
2023-11-13,SUP002,Global Plastics,COMP_B,Polymer X,22,123,1,Tier2,Europe
2023-11-14,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5216,1,Tier1,Asia
2023-11-14,SUP002,Global Plastics,COMP_B,Polymer X,22,3241,1,Tier2,Europe
2023-11-15,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5638,0,Tier1,Asia
2023-11-15,SUP002,Global Plastics,COMP_B,Polymer X,32,3557,0,Tier2,Europe
2023-11-16,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5951,0,Tier1,Asia
2023-11-16,SUP002,Global Plastics,COMP_B,Polymer X,22,2320,1,Tier2,Europe
2023-11-17,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4241,1,Tier1,Asia
2023-11-17,SUP002,Global Plastics,COMP_B,Polymer X,22,4226,1,Tier2,Europe
2023-11-18,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3408,1,Tier1,Asia
2023-11-18,SUP002,Global Plastics,COMP_B,Polymer X,22,1539,1,Tier2,Europe
2023-11-19,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6505,1,Tier1,Asia
2023-11-19,SUP002,Global Plastics,COMP_B,Polymer X,24,3089,1,Tier2,Europe
2023-11-20,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6530,1,Tier1,Asia
2023-11-20,SUP002,Global Plastics,COMP_B,Polymer X,24,2387,1,Tier2,Europe
2023-11-21,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4981,1,Tier1,Asia
2023-11-21,SUP002,Global Plastics,COMP_B,Polymer X,22,3240,1,Tier2,Europe
2023-11-22,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5706,1,Tier1,Asia
2023-11-22,SUP002,Global Plastics,COMP_B,Polymer X,24,2407,1,Tier2,Europe
2023-11-23,SUP001,Acme Materials,COMP_A,Steel Alloy,19,6057,0,Tier1,Asia
2023-11-23,SUP002,Global Plastics,COMP_B,Polymer X,22,2489,1,Tier2,Europe
2023-11-24,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4302,1,Tier1,Asia
2023-11-24,SUP002,Global Plastics,COMP_B,Polymer X,24,2244,1,Tier2,Europe
2023-11-25,SUP001,Acme Materials,COMP_A,Steel Alloy,14,7343,1,Tier1,Asia
2023-11-25,SUP002,Global Plastics,COMP_B,Polymer X,24,3951,1,Tier2,Europe
2023-11-26,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3904,1,Tier1,Asia
2023-11-26,SUP002,Global Plastics,COMP_B,Polymer X,22,3831,1,Tier2,Europe
2023-11-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5880,1,Tier1,Asia
2023-11-27,SUP002,Global Plastics,COMP_B,Polymer X,22,3976,1,Tier2,Europe
2023-11-28,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4229,1,Tier1,Asia
2023-11-28,SUP002,Global Plastics,COMP_B,Polymer X,27,4410,0,Tier2,Europe
2023-11-29,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4363,0,Tier1,Asia
2023-11-29,SUP002,Global Plastics,COMP_B,Polymer X,22,1677,1,Tier2,Europe
2023-11-30,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5660,1,Tier1,Asia
2023-11-30,SUP002,Global Plastics,COMP_B,Polymer X,22,1,1,Tier2,Europe
2023-12-01,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4126,1,Tier1,Asia
2023-12-01,SUP002,Global Plastics,COMP_B,Polymer X,22,5367,1,Tier2,Europe
2023-12-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,7681,1,Tier1,Asia
2023-12-02,SUP002,Global Plastics,COMP_B,Polymer X,22,2515,1,Tier2,Europe
2023-12-03,SUP001,Acme Materials,COMP_A,Steel Alloy,24,7385,0,Tier1,Asia
2023-12-03,SUP002,Global Plastics,COMP_B,Polymer X,27,2666,0,Tier2,Europe
2023-12-04,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6095,1,Tier1,Asia
2023-12-04,SUP002,Global Plastics,COMP_B,Polymer X,22,5751,1,Tier2,Europe
2023-12-05,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5858,1,Tier1,Asia
2023-12-05,SUP002,Global Plastics,COMP_B,Polymer X,22,1813,1,Tier2,Europe
2023-12-06,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3149,1,Tier1,Asia
2023-12-06,SUP002,Global Plastics,COMP_B,Polymer X,32,2882,0,Tier2,Europe
2023-12-07,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4476,1,Tier1,Asia
2023-12-07,SUP002,Global Plastics,COMP_B,Polymer X,22,54,1,Tier2,Europe
2023-12-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4462,1,Tier1,Asia
2023-12-08,SUP002,Global Plastics,COMP_B,Polymer X,22,1691,1,Tier2,Europe
2023-12-09,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3255,0,Tier1,Asia
2023-12-09,SUP002,Global Plastics,COMP_B,Polymer X,22,4697,1,Tier2,Europe
2023-12-10,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4093,1,Tier1,Asia
2023-12-10,SUP002,Global Plastics,COMP_B,Polymer X,24,2930,1,Tier2,Europe
2023-12-11,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6366,1,Tier1,Asia
2023-12-11,SUP002,Global Plastics,COMP_B,Polymer X,22,2612,1,Tier2,Europe
2023-12-12,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5326,1,Tier1,Asia
2023-12-12,SUP002,Global Plastics,COMP_B,Polymer X,24,3335,1,Tier2,Europe
2023-12-13,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3932,0,Tier1,Asia
2023-12-13,SUP002,Global Plastics,COMP_B,Polymer X,22,2132,1,Tier2,Europe
2023-12-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6656,1,Tier1,Asia
2023-12-14,SUP002,Global Plastics,COMP_B,Polymer X,22,2980,1,Tier2,Europe
2023-12-15,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4765,1,Tier1,Asia
2023-12-15,SUP002,Global Plastics,COMP_B,Polymer X,32,4627,0,Tier2,Europe
2023-12-16,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4822,1,Tier1,Asia
2023-12-16,SUP002,Global Plastics,COMP_B,Polymer X,22,4230,1,Tier2,Europe
2023-12-17,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6586,1,Tier1,Asia
2023-12-17,SUP002,Global Plastics,COMP_B,Polymer X,22,1907,1,Tier2,Europe
2023-12-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4296,1,Tier1,Asia
2023-12-18,SUP002,Global Plastics,COMP_B,Polymer X,22,2746,1,Tier2,Europe
2023-12-19,SUP001,Acme Materials,COMP_A,Steel Alloy,16,2333,1,Tier1,Asia
2023-12-19,SUP002,Global Plastics,COMP_B,Polymer X,22,3971,1,Tier2,Europe
2023-12-20,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4535,1,Tier1,Asia
2023-12-20,SUP002,Global Plastics,COMP_B,Polymer X,24,503,1,Tier2,Europe
2023-12-21,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4956,1,Tier1,Asia
2023-12-21,SUP002,Global Plastics,COMP_B,Polymer X,22,4147,1,Tier2,Europe
2023-12-22,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4602,1,Tier1,Asia
2023-12-22,SUP002,Global Plastics,COMP_B,Polymer X,22,2867,1,Tier2,Europe
2023-12-23,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5393,1,Tier1,Asia
2023-12-23,SUP002,Global Plastics,COMP_B,Polymer X,24,4541,1,Tier2,Europe
2023-12-24,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4139,0,Tier1,Asia
2023-12-24,SUP002,Global Plastics,COMP_B,Polymer X,22,4305,1,Tier2,Europe
2023-12-25,SUP001,Acme Materials,COMP_A,Steel Alloy,14,2921,1,Tier1,Asia
2023-12-25,SUP002,Global Plastics,COMP_B,Polymer X,22,5144,1,Tier2,Europe
2023-12-26,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6999,1,Tier1,Asia
2023-12-26,SUP002,Global Plastics,COMP_B,Polymer X,22,3538,1,Tier2,Europe
2023-12-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5350,1,Tier1,Asia
2023-12-27,SUP002,Global Plastics,COMP_B,Polymer X,22,3507,1,Tier2,Europe
2023-12-28,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5825,1,Tier1,Asia
2023-12-28,SUP002,Global Plastics,COMP_B,Polymer X,32,2696,0,Tier2,Europe
2023-12-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3711,1,Tier1,Asia
2023-12-29,SUP002,Global Plastics,COMP_B,Polymer X,22,2621,1,Tier2,Europe
2023-12-30,SUP001,Acme Materials,COMP_A,Steel Alloy,24,4976,0,Tier1,Asia
2023-12-30,SUP002,Global Plastics,COMP_B,Polymer X,22,3414,1,Tier2,Europe
2023-12-31,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5598,1,Tier1,Asia
2023-12-31,SUP002,Global Plastics,COMP_B,Polymer X,27,2749,0,Tier2,Europe
2024-01-01,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4132,1,Tier1,Asia
2024-01-01,SUP002,Global Plastics,COMP_B,Polymer X,22,5141,1,Tier2,Europe
2024-01-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,7025,1,Tier1,Asia
2024-01-02,SUP002,Global Plastics,COMP_B,Polymer X,24,4209,1,Tier2,Europe
2024-01-03,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5322,1,Tier1,Asia
2024-01-03,SUP002,Global Plastics,COMP_B,Polymer X,22,2134,1,Tier2,Europe
2024-01-04,SUP001,Acme Materials,COMP_A,Steel Alloy,19,2057,0,Tier1,Asia
2024-01-04,SUP002,Global Plastics,COMP_B,Polymer X,22,4773,1,Tier2,Europe
2024-01-05,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5744,1,Tier1,Asia
2024-01-05,SUP002,Global Plastics,COMP_B,Polymer X,32,3413,0,Tier2,Europe
2024-01-06,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4429,1,Tier1,Asia
2024-01-06,SUP002,Global Plastics,COMP_B,Polymer X,22,6203,1,Tier2,Europe
2024-01-07,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3658,1,Tier1,Asia
2024-01-07,SUP002,Global Plastics,COMP_B,Polymer X,24,4027,1,Tier2,Europe
2024-01-08,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3535,1,Tier1,Asia
2024-01-08,SUP002,Global Plastics,COMP_B,Polymer X,22,3331,1,Tier2,Europe
2024-01-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5468,1,Tier1,Asia
2024-01-09,SUP002,Global Plastics,COMP_B,Polymer X,22,2223,1,Tier2,Europe
2024-01-10,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4642,0,Tier1,Asia
2024-01-10,SUP002,Global Plastics,COMP_B,Polymer X,22,3693,1,Tier2,Europe
2024-01-11,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3638,1,Tier1,Asia
2024-01-11,SUP002,Global Plastics,COMP_B,Polymer X,22,2802,1,Tier2,Europe
2024-01-12,SUP001,Acme Materials,COMP_A,Steel Alloy,24,4848,0,Tier1,Asia
2024-01-12,SUP002,Global Plastics,COMP_B,Polymer X,22,2723,1,Tier2,Europe
2024-01-13,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5243,1,Tier1,Asia
2024-01-13,SUP002,Global Plastics,COMP_B,Polymer X,24,2735,1,Tier2,Europe
2024-01-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5675,1,Tier1,Asia
2024-01-14,SUP002,Global Plastics,COMP_B,Polymer X,24,3932,1,Tier2,Europe
2024-01-15,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3796,1,Tier1,Asia
2024-01-15,SUP002,Global Plastics,COMP_B,Polymer X,27,3400,0,Tier2,Europe
2024-01-16,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4403,1,Tier1,Asia
2024-01-16,SUP002,Global Plastics,COMP_B,Polymer X,22,3670,1,Tier2,Europe
2024-01-17,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5644,1,Tier1,Asia
2024-01-17,SUP002,Global Plastics,COMP_B,Polymer X,22,2820,1,Tier2,Europe
2024-01-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5072,1,Tier1,Asia
2024-01-18,SUP002,Global Plastics,COMP_B,Polymer X,24,3050,1,Tier2,Europe
2024-01-19,SUP001,Acme Materials,COMP_A,Steel Alloy,19,6056,0,Tier1,Asia
2024-01-19,SUP002,Global Plastics,COMP_B,Polymer X,24,3991,1,Tier2,Europe
2024-01-20,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5172,1,Tier1,Asia
2024-01-20,SUP002,Global Plastics,COMP_B,Polymer X,27,4359,0,Tier2,Europe
2024-01-21,SUP001,Acme Materials,COMP_A,Steel Alloy,16,1974,1,Tier1,Asia
2024-01-21,SUP002,Global Plastics,COMP_B,Polymer X,24,1919,1,Tier2,Europe
2024-01-22,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5646,1,Tier1,Asia
2024-01-22,SUP002,Global Plastics,COMP_B,Polymer X,22,3730,1,Tier2,Europe
2024-01-23,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3874,0,Tier1,Asia
2024-01-23,SUP002,Global Plastics,COMP_B,Polymer X,24,3768,1,Tier2,Europe
2024-01-24,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6703,1,Tier1,Asia
2024-01-24,SUP002,Global Plastics,COMP_B,Polymer X,27,3345,0,Tier2,Europe
2024-01-25,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4824,1,Tier1,Asia
2024-01-25,SUP002,Global Plastics,COMP_B,Polymer X,22,4792,1,Tier2,Europe
2024-01-26,SUP001,Acme Materials,COMP_A,Steel Alloy,19,2363,0,Tier1,Asia
2024-01-26,SUP002,Global Plastics,COMP_B,Polymer X,24,2877,1,Tier2,Europe
2024-01-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4864,1,Tier1,Asia
2024-01-27,SUP002,Global Plastics,COMP_B,Polymer X,24,3389,1,Tier2,Europe
2024-01-28,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5271,1,Tier1,Asia
2024-01-28,SUP002,Global Plastics,COMP_B,Polymer X,22,2695,1,Tier2,Europe
2024-01-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5437,1,Tier1,Asia
2024-01-29,SUP002,Global Plastics,COMP_B,Polymer X,24,4227,1,Tier2,Europe
2024-01-30,SUP001,Acme Materials,COMP_A,Steel Alloy,24,5453,0,Tier1,Asia
2024-01-30,SUP002,Global Plastics,COMP_B,Polymer X,24,2328,1,Tier2,Europe
2024-01-31,SUP001,Acme Materials,COMP_A,Steel Alloy,19,6214,0,Tier1,Asia
2024-01-31,SUP002,Global Plastics,COMP_B,Polymer X,24,2697,1,Tier2,Europe
2024-02-01,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4975,1,Tier1,Asia
2024-02-01,SUP002,Global Plastics,COMP_B,Polymer X,24,2391,1,Tier2,Europe
2024-02-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4968,1,Tier1,Asia
2024-02-02,SUP002,Global Plastics,COMP_B,Polymer X,22,4421,1,Tier2,Europe
2024-02-03,SUP001,Acme Materials,COMP_A,Steel Alloy,24,7623,0,Tier1,Asia
2024-02-03,SUP002,Global Plastics,COMP_B,Polymer X,22,2818,1,Tier2,Europe
2024-02-04,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6394,1,Tier1,Asia
2024-02-04,SUP002,Global Plastics,COMP_B,Polymer X,22,2938,1,Tier2,Europe
2024-02-05,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4986,1,Tier1,Asia
2024-02-05,SUP002,Global Plastics,COMP_B,Polymer X,27,6256,0,Tier2,Europe
2024-02-06,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4352,1,Tier1,Asia
2024-02-06,SUP002,Global Plastics,COMP_B,Polymer X,22,668,1,Tier2,Europe
2024-02-07,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5931,1,Tier1,Asia
2024-02-07,SUP002,Global Plastics,COMP_B,Polymer X,22,3104,1,Tier2,Europe
2024-02-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5788,1,Tier1,Asia
2024-02-08,SUP002,Global Plastics,COMP_B,Polymer X,22,4748,1,Tier2,Europe
2024-02-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4566,1,Tier1,Asia
2024-02-09,SUP002,Global Plastics,COMP_B,Polymer X,22,2445,1,Tier2,Europe
2024-02-10,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5828,1,Tier1,Asia
2024-02-10,SUP002,Global Plastics,COMP_B,Polymer X,22,1265,1,Tier2,Europe
2024-02-11,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3792,1,Tier1,Asia
2024-02-11,SUP002,Global Plastics,COMP_B,Polymer X,24,1741,1,Tier2,Europe
2024-02-12,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5116,1,Tier1,Asia
2024-02-12,SUP002,Global Plastics,COMP_B,Polymer X,22,3827,1,Tier2,Europe
2024-02-13,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5333,1,Tier1,Asia
2024-02-13,SUP002,Global Plastics,COMP_B,Polymer X,27,1297,0,Tier2,Europe
2024-02-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3339,1,Tier1,Asia
2024-02-14,SUP002,Global Plastics,COMP_B,Polymer X,22,2642,1,Tier2,Europe
2024-02-15,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3944,0,Tier1,Asia
2024-02-15,SUP002,Global Plastics,COMP_B,Polymer X,27,2002,0,Tier2,Europe
2024-02-16,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6854,1,Tier1,Asia
2024-02-16,SUP002,Global Plastics,COMP_B,Polymer X,22,3115,1,Tier2,Europe
2024-02-17,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5822,1,Tier1,Asia
2024-02-17,SUP002,Global Plastics,COMP_B,Polymer X,24,2360,1,Tier2,Europe
2024-02-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6926,1,Tier1,Asia
2024-02-18,SUP002,Global Plastics,COMP_B,Polymer X,22,2068,1,Tier2,Europe
2024-02-19,SUP001,Acme Materials,COMP_A,Steel Alloy,16,8046,1,Tier1,Asia
2024-02-19,SUP002,Global Plastics,COMP_B,Polymer X,22,1412,1,Tier2,Europe
2024-02-20,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4389,1,Tier1,Asia
2024-02-20,SUP002,Global Plastics,COMP_B,Polymer X,27,423,0,Tier2,Europe
2024-02-21,SUP001,Acme Materials,COMP_A,Steel Alloy,14,7226,1,Tier1,Asia
2024-02-21,SUP002,Global Plastics,COMP_B,Polymer X,22,2158,1,Tier2,Europe
2024-02-22,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5869,0,Tier1,Asia
2024-02-22,SUP002,Global Plastics,COMP_B,Polymer X,22,2853,1,Tier2,Europe
2024-02-23,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5356,1,Tier1,Asia
2024-02-23,SUP002,Global Plastics,COMP_B,Polymer X,24,4771,1,Tier2,Europe
2024-02-24,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5110,1,Tier1,Asia
2024-02-24,SUP002,Global Plastics,COMP_B,Polymer X,22,521,1,Tier2,Europe
2024-02-25,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5535,1,Tier1,Asia
2024-02-25,SUP002,Global Plastics,COMP_B,Polymer X,27,3669,0,Tier2,Europe
2024-02-26,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3919,1,Tier1,Asia
2024-02-26,SUP002,Global Plastics,COMP_B,Polymer X,27,2782,0,Tier2,Europe
2024-02-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,2794,1,Tier1,Asia
2024-02-27,SUP002,Global Plastics,COMP_B,Polymer X,22,3723,1,Tier2,Europe
2024-02-28,SUP001,Acme Materials,COMP_A,Steel Alloy,16,8982,1,Tier1,Asia
2024-02-28,SUP002,Global Plastics,COMP_B,Polymer X,22,2416,1,Tier2,Europe
2024-02-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4733,1,Tier1,Asia
2024-02-29,SUP002,Global Plastics,COMP_B,Polymer X,24,3751,1,Tier2,Europe
2024-03-01,SUP001,Acme Materials,COMP_A,Steel Alloy,24,4561,0,Tier1,Asia
2024-03-01,SUP002,Global Plastics,COMP_B,Polymer X,22,2013,1,Tier2,Europe
2024-03-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4976,1,Tier1,Asia
2024-03-02,SUP002,Global Plastics,COMP_B,Polymer X,22,2635,1,Tier2,Europe
2024-03-03,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4355,1,Tier1,Asia
2024-03-03,SUP002,Global Plastics,COMP_B,Polymer X,22,3853,1,Tier2,Europe
2024-03-04,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5986,1,Tier1,Asia
2024-03-04,SUP002,Global Plastics,COMP_B,Polymer X,32,2993,0,Tier2,Europe
2024-03-05,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4506,1,Tier1,Asia
2024-03-05,SUP002,Global Plastics,COMP_B,Polymer X,22,1828,1,Tier2,Europe
2024-03-06,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4771,0,Tier1,Asia
2024-03-06,SUP002,Global Plastics,COMP_B,Polymer X,22,4336,1,Tier2,Europe
2024-03-07,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5040,1,Tier1,Asia
2024-03-07,SUP002,Global Plastics,COMP_B,Polymer X,22,5952,1,Tier2,Europe
2024-03-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4156,1,Tier1,Asia
2024-03-08,SUP002,Global Plastics,COMP_B,Polymer X,27,2003,0,Tier2,Europe
2024-03-09,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4541,1,Tier1,Asia
2024-03-09,SUP002,Global Plastics,COMP_B,Polymer X,27,3050,0,Tier2,Europe
2024-03-10,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4273,1,Tier1,Asia
